Date,Sales,DayOfWeek,Month,Day,Year,Quarter,WeekOfYear,IsWeekend,IsMonthStart,IsMonthEnd,IsQuarterStart,IsQuarterEnd,Temperature,IsHoliday,Promotion,DaysSinceLastPromo,Product_Category,Store_ID,CustomerCount
2022-09-13,1082.04,1,9,13,2022,3,37,0,0,0,0,0,74.8,0,0,1,Food,S002,224
2022-09-14,1135.08,2,9,14,2022,3,37,0,0,0,0,0,70.4,0,0,2,Electronics,S003,209
2022-09-15,1214.17,3,9,15,2022,3,37,0,0,0,0,0,61.7,0,0,3,Clothing,S003,237
2022-09-16,1092.57,4,9,16,2022,3,37,0,0,0,0,0,79.9,0,0,4,Food,S002,207
2022-09-17,1423.25,5,9,17,2022,3,37,1,0,0,0,0,64.5,0,1,0,Home,S001,276
2022-09-18,1287.59,6,9,18,2022,3,37,1,0,0,0,0,65.2,0,0,1,Electronics,S003,266
2022-09-19,1050.83,0,9,19,2022,3,38,0,0,0,0,0,79.6,0,0,2,Food,S002,228
2022-09-20,1021.41,1,9,20,2022,3,38,0,0,0,0,0,69.1,0,1,0,Electronics,S001,188
2022-09-21,1137.31,2,9,21,2022,3,38,0,0,0,0,0,60.1,0,1,0,Home,S003,234
2022-09-22,1120.42,3,9,22,2022,3,38,0,0,0,0,0,79.2,0,0,1,Electronics,S001,235
2022-09-23,1096.21,4,9,23,2022,3,38,0,0,0,0,0,78.0,0,0,2,Clothing,S003,206
2022-09-24,1430.46,5,9,24,2022,3,38,1,0,0,0,0,60.1,0,1,0,Clothing,S002,292
2022-09-25,1358.39,6,9,25,2022,3,38,1,0,0,0,0,65.8,0,1,0,Electronics,S003,260
2022-09-26,1167.64,0,9,26,2022,3,39,0,0,0,0,0,79.1,0,0,1,Home,S001,251
2022-09-27,1083.72,1,9,27,2022,3,39,0,0,0,0,0,79.8,0,0,2,Food,S001,219
2022-09-28,1200.95,2,9,28,2022,3,39,0,0,0,0,0,79.1,0,0,3,Food,S002,238
2022-09-29,1246.03,3,9,29,2022,3,39,0,0,0,0,0,67.4,0,0,4,Home,S003,268
2022-09-30,1082.92,4,9,30,2022,3,39,0,0,1,0,1,62.6,0,0,5,Clothing,S001,218
2022-10-01,1215.02,5,10,1,2022,4,39,1,1,0,1,0,62.8,0,1,0,Clothing,S003,257
2022-10-02,1277.34,6,10,2,2022,4,39,1,0,0,0,0,70.1,0,0,1,Food,S001,244
2022-10-03,1124.59,0,10,3,2022,4,40,0,0,0,0,0,79.1,0,0,2,Food,S001,221
2022-10-04,1224.17,1,10,4,2022,4,40,0,0,0,0,0,60.8,0,0,3,Electronics,S002,248
2022-10-05,1118.53,2,10,5,2022,4,40,0,0,0,0,0,73.2,0,0,4,Electronics,S003,226
2022-10-06,1048.78,3,10,6,2022,4,40,0,0,0,0,0,76.7,0,0,5,Electronics,S002,206
2022-10-07,1028.23,4,10,7,2022,4,40,0,0,0,0,0,67.9,0,0,6,Electronics,S003,194
2022-10-08,1364.6,5,10,8,2022,4,40,1,0,0,0,0,63.1,0,0,7,Electronics,S002,259
2022-10-09,1426.8,6,10,9,2022,4,40,1,0,0,0,0,67.6,0,1,0,Food,S001,267
2022-10-10,1222.09,0,10,10,2022,4,41,0,0,0,0,0,79.8,0,0,1,Clothing,S001,245
2022-10-11,1114.84,1,10,11,2022,4,41,0,0,0,0,0,75.4,0,0,2,Clothing,S003,218
2022-10-12,1127.42,2,10,12,2022,4,41,0,0,0,0,0,61.3,0,0,3,Electronics,S001,236
2022-10-13,1133.5,3,10,13,2022,4,41,0,0,0,0,0,65.6,0,0,4,Home,S001,245
2022-10-14,1102.1,4,10,14,2022,4,41,0,0,0,0,0,71.8,0,1,0,Electronics,S001,237
2022-10-15,1304.48,5,10,15,2022,4,41,1,0,0,0,0,66.0,0,0,1,Home,S003,271
2022-10-16,1380.36,6,10,16,2022,4,41,1,0,0,0,0,64.8,0,0,2,Home,S003,258
2022-10-17,1092.21,0,10,17,2022,4,42,0,0,0,0,0,71.6,0,0,3,Electronics,S002,204
2022-10-18,1078.87,1,10,18,2022,4,42,0,0,0,0,0,62.8,0,0,4,Food,S002,204
2022-10-19,1103.9,2,10,19,2022,4,42,0,0,0,0,0,74.3,0,0,5,Clothing,S003,216
2022-10-20,1069.35,3,10,20,2022,4,42,0,0,0,0,0,75.0,0,0,6,Home,S001,211
2022-10-21,1176.12,4,10,21,2022,4,42,0,0,0,0,0,77.9,0,0,7,Home,S002,227
2022-10-22,1312.71,5,10,22,2022,4,42,1,0,0,0,0,67.2,0,0,8,Food,S001,256
2022-10-23,1424.71,6,10,23,2022,4,42,1,0,0,0,0,60.5,0,0,9,Electronics,S002,275
2022-10-24,1222.89,0,10,24,2022,4,43,0,0,0,0,0,78.4,0,0,10,Electronics,S002,253
2022-10-25,1235.16,1,10,25,2022,4,43,0,0,0,0,0,73.0,0,0,11,Electronics,S003,229
2022-10-26,1243.42,2,10,26,2022,4,43,0,0,0,0,0,75.1,0,0,12,Electronics,S002,249
2022-10-27,1134.68,3,10,27,2022,4,43,0,0,0,0,0,71.7,0,1,0,Home,S003,216
2022-10-28,1214.79,4,10,28,2022,4,43,0,0,0,0,0,60.6,0,0,1,Home,S002,228
2022-10-29,1239.91,5,10,29,2022,4,43,1,0,0,0,0,79.9,0,0,2,Electronics,S003,264
2022-10-30,1296.65,6,10,30,2022,4,43,1,0,0,0,0,62.4,0,0,3,Electronics,S001,245
2022-10-31,1097.17,0,10,31,2022,4,44,0,0,1,0,0,70.0,0,0,4,Home,S001,228
2022-11-01,1232.69,1,11,1,2022,4,44,0,1,0,0,0,65.5,0,0,5,Food,S001,246
2022-11-02,1177.72,2,11,2,2022,4,44,0,0,0,0,0,72.1,0,0,6,Electronics,S001,230
2022-11-03,1263.2,3,11,3,2022,4,44,0,0,0,0,0,71.3,0,0,7,Clothing,S001,246
2022-11-04,1121.57,4,11,4,2022,4,44,0,0,0,0,0,64.3,0,0,8,Electronics,S003,217
2022-11-05,1373.46,5,11,5,2022,4,44,1,0,0,0,0,79.1,0,0,9,Home,S003,264
2022-11-06,1386.11,6,11,6,2022,4,44,1,0,0,0,0,74.8,0,1,0,Clothing,S001,295
2022-11-07,1144.74,0,11,7,2022,4,45,0,0,0,0,0,61.1,0,1,0,Electronics,S002,217
2022-11-08,1243.96,1,11,8,2022,4,45,0,0,0,0,0,72.0,0,0,1,Electronics,S003,263
2022-11-09,1063.31,2,11,9,2022,4,45,0,0,0,0,0,72.2,0,1,0,Clothing,S003,224
2022-11-10,1200.68,3,11,10,2022,4,45,0,0,0,0,0,66.6,0,0,1,Clothing,S002,235
2022-11-11,1179.23,4,11,11,2022,4,45,0,0,0,0,0,64.6,0,0,2,Clothing,S003,223
2022-11-12,1364.84,5,11,12,2022,4,45,1,0,0,0,0,62.2,0,0,3,Clothing,S001,277
2022-11-13,1325.68,6,11,13,2022,4,45,1,0,0,0,0,76.3,0,0,4,Home,S003,266
2022-11-14,1093.46,0,11,14,2022,4,46,0,0,0,0,0,60.1,0,0,5,Clothing,S003,237
2022-11-15,1253.02,1,11,15,2022,4,46,0,0,0,0,0,72.3,0,0,6,Food,S002,270
2022-11-16,1202.61,2,11,16,2022,4,46,0,0,0,0,0,72.1,0,1,0,Food,S002,251
2022-11-17,1092.21,3,11,17,2022,4,46,0,0,0,0,0,79.6,0,0,1,Clothing,S003,237
2022-11-18,1085.33,4,11,18,2022,4,46,0,0,0,0,0,63.7,0,0,2,Electronics,S001,216
2022-11-19,1363.68,5,11,19,2022,4,46,1,0,0,0,0,67.0,0,1,0,Home,S003,271
2022-11-20,1204.22,6,11,20,2022,4,46,1,0,0,0,0,74.7,0,0,1,Clothing,S001,256
2022-11-21,1244.69,0,11,21,2022,4,47,0,0,0,0,0,70.2,0,0,2,Home,S003,234
2022-11-22,1099.05,1,11,22,2022,4,47,0,0,0,0,0,74.9,0,0,3,Electronics,S003,203
2022-11-23,1120.31,2,11,23,2022,4,47,0,0,0,0,0,75.3,0,0,4,Electronics,S002,210
2022-11-24,1206.31,3,11,24,2022,4,47,0,0,0,0,0,79.6,1,0,5,Clothing,S002,224
2022-11-25,2500.0,4,11,25,2022,4,47,0,0,0,0,0,60.8,1,1,0,Food,S001,300
2022-11-26,1219.49,5,11,26,2022,4,47,1,0,0,0,0,79.2,0,0,1,Home,S003,232
2022-11-27,1241.53,6,11,27,2022,4,47,1,0,0,0,0,72.8,0,0,2,Electronics,S001,229
2022-11-28,1199.12,0,11,28,2022,4,48,0,0,0,0,0,67.8,0,0,3,Clothing,S001,257
2022-11-29,1069.79,1,11,29,2022,4,48,0,0,0,0,0,70.6,0,1,0,Clothing,S003,229
2022-11-30,1150.79,2,11,30,2022,4,48,0,0,1,0,0,64.5,0,1,0,Clothing,S002,212
2022-12-01,1573.13,3,12,1,2022,4,48,0,1,0,0,0,54.7,0,0,1,Food,S001,300
2022-12-02,1650.01,4,12,2,2022,4,48,0,0,0,0,0,55.5,0,0,2,Clothing,S003,300
2022-12-03,1822.81,5,12,3,2022,4,48,1,0,0,0,0,49.2,0,0,3,Home,S002,300
2022-12-04,1784.67,6,12,4,2022,4,48,1,0,0,0,0,56.9,0,0,4,Clothing,S002,300
2022-12-05,1651.66,0,12,5,2022,4,49,0,0,0,0,0,54.2,0,0,5,Home,S001,300
2022-12-06,1452.12,1,12,6,2022,4,49,0,0,0,0,0,47.4,0,0,6,Clothing,S003,293
2022-12-07,1716.21,2,12,7,2022,4,49,0,0,0,0,0,58.8,0,0,7,Food,S002,300
2022-12-08,1542.49,3,12,8,2022,4,49,0,0,0,0,0,48.2,0,0,8,Clothing,S003,300
2022-12-09,1658.05,4,12,9,2022,4,49,0,0,0,0,0,57.0,0,1,0,Electronics,S002,300
2022-12-10,1968.27,5,12,10,2022,4,49,1,0,0,0,0,59.3,0,0,1,Clothing,S001,300
2022-12-11,2127.53,6,12,11,2022,4,49,1,0,0,0,0,57.7,0,0,2,Home,S002,300
2022-12-12,1542.4,0,12,12,2022,4,50,0,0,0,0,0,50.7,0,0,3,Clothing,S003,300
2022-12-13,1614.99,1,12,13,2022,4,50,0,0,0,0,0,55.9,0,0,4,Clothing,S001,300
2022-12-14,1537.99,2,12,14,2022,4,50,0,0,0,0,0,53.4,0,0,5,Electronics,S002,300
2022-12-15,1482.49,3,12,15,2022,4,50,0,0,0,0,0,45.8,0,0,6,Home,S001,300
2022-12-16,1656.76,4,12,16,2022,4,50,0,0,0,0,0,59.3,0,0,7,Home,S003,300
2022-12-17,1750.32,5,12,17,2022,4,50,1,0,0,0,0,44.7,0,1,0,Clothing,S002,300
2022-12-18,1980.59,6,12,18,2022,4,50,1,0,0,0,0,57.5,0,0,1,Food,S003,300
2022-12-19,1615.11,0,12,19,2022,4,51,0,0,0,0,0,52.2,0,0,2,Electronics,S002,300
2022-12-20,1663.79,1,12,20,2022,4,51,0,0,0,0,0,52.4,0,0,3,Electronics,S003,300
2022-12-21,1545.24,2,12,21,2022,4,51,0,0,0,0,0,40.7,0,1,0,Home,S001,300
2022-12-22,1702.49,3,12,22,2022,4,51,0,0,0,0,0,42.5,0,0,1,Clothing,S003,300
2022-12-23,1531.11,4,12,23,2022,4,51,0,0,0,0,0,47.7,0,0,2,Electronics,S002,300
2022-12-24,2500.0,5,12,24,2022,4,51,1,0,0,0,0,46.7,1,0,3,Food,S001,300
2022-12-25,2500.0,6,12,25,2022,4,51,1,0,0,0,0,53.2,1,0,4,Electronics,S002,300
2022-12-26,2500.0,0,12,26,2022,4,52,0,0,0,0,0,42.0,1,0,5,Home,S002,300
2022-12-27,1595.6,1,12,27,2022,4,52,0,0,0,0,0,56.1,0,0,6,Clothing,S003,300
2022-12-28,1689.87,2,12,28,2022,4,52,0,0,0,0,0,55.1,0,0,7,Food,S001,300
2022-12-29,1536.56,3,12,29,2022,4,52,0,0,0,0,0,58.8,0,0,8,Home,S001,300
2022-12-30,1630.9,4,12,30,2022,4,52,0,0,0,0,0,58.9,0,0,9,Electronics,S003,300
2022-12-31,1730.01,5,12,31,2022,4,52,1,0,1,0,1,50.7,0,0,10,Clothing,S003,300
2023-01-01,988.67,6,1,1,2023,1,52,1,1,0,1,0,52.3,1,0,11,Food,S001,200
2023-01-02,968.17,0,1,2,2023,1,1,0,0,0,0,0,42.7,0,1,0,Home,S002,207
2023-01-03,982.51,1,1,3,2023,1,1,0,0,0,0,0,58.7,0,0,1,Clothing,S001,177
2023-01-04,976.29,2,1,4,2023,1,1,0,0,0,0,0,57.1,0,0,2,Food,S003,200
2023-01-05,948.74,3,1,5,2023,1,1,0,0,0,0,0,58.0,0,0,3,Food,S003,197
2023-01-06,997.74,4,1,6,2023,1,1,0,0,0,0,0,40.9,0,0,4,Electronics,S003,206
2023-01-07,1189.92,5,1,7,2023,1,1,1,0,0,0,0,49.1,0,1,0,Clothing,S001,234
2023-01-08,1032.55,6,1,8,2023,1,1,1,0,0,0,0,59.9,0,0,1,Clothing,S003,222
2023-01-09,923.63,0,1,9,2023,1,2,0,0,0,0,0,53.4,0,0,2,Food,S002,176
2023-01-10,919.89,1,1,10,2023,1,2,0,0,0,0,0,56.0,0,0,3,Electronics,S001,185
2023-01-11,940.6,2,1,11,2023,1,2,0,0,0,0,0,40.3,0,0,4,Home,S002,192
2023-01-12,986.34,3,1,12,2023,1,2,0,0,0,0,0,47.4,0,1,0,Food,S001,179
2023-01-13,995.12,4,1,13,2023,1,2,0,0,0,0,0,59.3,0,0,1,Clothing,S003,207
2023-01-14,1032.51,5,1,14,2023,1,2,1,0,0,0,0,57.2,0,0,2,Electronics,S001,202
2023-01-15,1085.64,6,1,15,2023,1,2,1,0,0,0,0,53.2,0,1,0,Food,S003,212
2023-01-16,914.81,0,1,16,2023,1,3,0,0,0,0,0,41.9,0,0,1,Electronics,S001,192
2023-01-17,944.57,1,1,17,2023,1,3,0,0,0,0,0,52.3,0,0,2,Clothing,S003,178
2023-01-18,976.27,2,1,18,2023,1,3,0,0,0,0,0,57.8,0,0,3,Electronics,S002,205
2023-01-19,951.78,3,1,19,2023,1,3,0,0,0,0,0,57.8,0,0,4,Electronics,S002,196
2023-01-20,958.8,4,1,20,2023,1,3,0,0,0,0,0,47.8,0,0,5,Clothing,S001,175
2023-01-21,1104.97,5,1,21,2023,1,3,1,0,0,0,0,46.0,0,0,6,Clothing,S001,235
2023-01-22,1104.92,6,1,22,2023,1,3,1,0,0,0,0,51.8,0,0,7,Clothing,S003,219
2023-01-23,948.45,0,1,23,2023,1,4,0,0,0,0,0,56.5,0,1,0,Clothing,S002,189
2023-01-24,960.33,1,1,24,2023,1,4,0,0,0,0,0,53.4,0,0,1,Electronics,S002,185
2023-01-25,979.6,2,1,25,2023,1,4,0,0,0,0,0,57.0,0,0,2,Food,S001,181
2023-01-26,983.3,3,1,26,2023,1,4,0,0,0,0,0,46.1,0,0,3,Electronics,S001,175
2023-01-27,992.83,4,1,27,2023,1,4,0,0,0,0,0,56.5,0,0,4,Home,S002,176
2023-01-28,1035.8,5,1,28,2023,1,4,1,0,0,0,0,42.7,0,0,5,Clothing,S003,214
2023-01-29,1036.75,6,1,29,2023,1,4,1,0,0,0,0,51.6,0,0,6,Food,S001,217
2023-01-30,950.56,0,1,30,2023,1,5,0,0,0,0,0,40.1,0,0,7,Food,S003,178
2023-01-31,878.67,1,1,31,2023,1,5,0,0,1,0,0,49.9,0,0,8,Home,S003,180
2023-02-01,894.13,2,2,1,2023,1,5,0,1,0,0,0,50.7,0,0,9,Electronics,S001,173
2023-02-02,945.71,3,2,2,2023,1,5,0,0,0,0,0,42.0,0,0,10,Clothing,S003,170
2023-02-03,944.5,4,2,3,2023,1,5,0,0,0,0,0,46.0,0,0,11,Clothing,S001,180
2023-02-04,1118.06,5,2,4,2023,1,5,1,0,0,0,0,52.3,0,0,12,Food,S003,235
2023-02-05,1001.32,6,2,5,2023,1,5,1,0,0,0,0,44.7,0,0,13,Clothing,S003,213
2023-02-06,881.01,0,2,6,2023,1,6,0,0,0,0,0,56.9,0,0,14,Home,S003,169
2023-02-07,987.96,1,2,7,2023,1,6,0,0,0,0,0,40.8,0,0,15,Home,S003,186
2023-02-08,866.56,2,2,8,2023,1,6,0,0,0,0,0,43.2,0,0,16,Home,S002,185
2023-02-09,926.83,3,2,9,2023,1,6,0,0,0,0,0,56.7,0,1,0,Clothing,S002,186
2023-02-10,875.25,4,2,10,2023,1,6,0,0,0,0,0,51.8,0,0,1,Electronics,S002,184
2023-02-11,1071.7,5,2,11,2023,1,6,1,0,0,0,0,40.5,0,1,0,Home,S001,215
2023-02-12,1073.44,6,2,12,2023,1,6,1,0,0,0,0,58.3,0,0,1,Food,S001,230
2023-02-13,873.34,0,2,13,2023,1,7,0,0,0,0,0,49.2,0,0,2,Food,S002,175
2023-02-14,978.83,1,2,14,2023,1,7,0,0,0,0,0,46.5,1,1,0,Electronics,S002,192
2023-02-15,832.96,2,2,15,2023,1,7,0,0,0,0,0,43.1,0,0,1,Home,S001,167
2023-02-16,845.89,3,2,16,2023,1,7,0,0,0,0,0,57.1,0,0,2,Food,S001,173
2023-02-17,910.87,4,2,17,2023,1,7,0,0,0,0,0,43.4,0,0,3,Food,S003,185
2023-02-18,1077.53,5,2,18,2023,1,7,1,0,0,0,0,55.9,0,0,4,Electronics,S001,210
2023-02-19,1053.8,6,2,19,2023,1,7,1,0,0,0,0,45.4,0,0,5,Home,S003,212
2023-02-20,950.48,0,2,20,2023,1,8,0,0,0,0,0,58.7,0,1,0,Electronics,S003,182
2023-02-21,959.08,1,2,21,2023,1,8,0,0,0,0,0,46.8,0,0,1,Electronics,S002,187
2023-02-22,866.42,2,2,22,2023,1,8,0,0,0,0,0,46.1,0,0,2,Clothing,S003,178
2023-02-23,941.52,3,2,23,2023,1,8,0,0,0,0,0,50.7,0,0,3,Food,S001,192
2023-02-24,930.2,4,2,24,2023,1,8,0,0,0,0,0,49.2,0,0,4,Home,S001,190
2023-02-25,1087.52,5,2,25,2023,1,8,1,0,0,0,0,45.6,0,0,5,Electronics,S002,232
2023-02-26,1083.52,6,2,26,2023,1,8,1,0,0,0,0,40.5,0,1,0,Home,S002,222
2023-02-27,870.36,0,2,27,2023,1,9,0,0,0,0,0,44.9,0,0,1,Food,S003,171
2023-02-28,995.16,1,2,28,2023,1,9,0,0,1,0,0,55.6,0,0,2,Clothing,S001,189
2023-03-01,1051.81,2,3,1,2023,1,9,0,1,0,0,0,67.3,0,1,0,Food,S003,222
2023-03-02,963.95,3,3,2,2023,1,9,0,0,0,0,0,62.8,0,0,1,Home,S002,201
2023-03-03,1093.06,4,3,3,2023,1,9,0,0,0,0,0,59.3,0,0,2,Electronics,S002,236
2023-03-04,1152.09,5,3,4,2023,1,9,1,0,0,0,0,74.5,0,0,3,Electronics,S001,232
2023-03-05,1166.45,6,3,5,2023,1,9,1,0,0,0,0,68.9,0,0,4,Clothing,S003,230
2023-03-06,1022.46,0,3,6,2023,1,10,0,0,0,0,0,63.9,0,1,0,Home,S001,216
2023-03-07,1130.63,1,3,7,2023,1,10,0,0,0,0,0,62.5,0,0,1,Electronics,S002,240
2023-03-08,1031.54,2,3,8,2023,1,10,0,0,0,0,0,67.8,0,0,2,Food,S001,204
2023-03-09,1039.29,3,3,9,2023,1,10,0,0,0,0,0,68.8,0,0,3,Electronics,S003,196
2023-03-10,1054.43,4,3,10,2023,1,10,0,0,0,0,0,69.5,0,1,0,Food,S003,212
2023-03-11,1146.59,5,3,11,2023,1,10,1,0,0,0,0,74.7,0,0,1,Clothing,S001,238
2023-03-12,1217.11,6,3,12,2023,1,10,1,0,0,0,0,62.8,0,0,2,Home,S002,247
2023-03-13,1006.18,0,3,13,2023,1,11,0,0,0,0,0,60.9,0,0,3,Clothing,S003,222
2023-03-14,944.57,1,3,14,2023,1,11,0,0,0,0,0,69.0,0,1,0,Food,S002,189
2023-03-15,1086.1,2,3,15,2023,1,11,0,0,0,0,0,56.5,0,0,1,Electronics,S001,213
2023-03-16,1048.97,3,3,16,2023,1,11,0,0,0,0,0,74.1,0,0,2,Clothing,S002,204
2023-03-17,1057.49,4,3,17,2023,1,11,0,0,0,0,0,59.3,0,0,3,Electronics,S002,216
2023-03-18,1268.45,5,3,18,2023,1,11,1,0,0,0,0,71.2,0,0,4,Home,S001,257
2023-03-19,1199.18,6,3,19,2023,1,11,1,0,0,0,0,74.9,0,1,0,Electronics,S001,237
2023-03-20,1049.26,0,3,20,2023,1,12,0,0,0,0,0,55.9,0,0,1,Food,S003,218
2023-03-21,980.75,1,3,21,2023,1,12,0,0,0,0,0,63.1,0,0,2,Clothing,S003,192
2023-03-22,968.75,2,3,22,2023,1,12,0,0,0,0,0,67.0,0,1,0,Home,S002,205
2023-03-23,1022.08,3,3,23,2023,1,12,0,0,0,0,0,60.8,0,0,1,Electronics,S002,217
2023-03-24,1065.23,4,3,24,2023,1,12,0,0,0,0,0,60.6,0,0,2,Food,S001,228
2023-03-25,1249.27,5,3,25,2023,1,12,1,0,0,0,0,57.1,0,0,3,Food,S001,260
2023-03-26,1283.47,6,3,26,2023,1,12,1,0,0,0,0,68.8,0,1,0,Home,S002,260
2023-03-27,1093.31,0,3,27,2023,1,13,0,0,0,0,0,63.1,0,0,1,Food,S003,232
2023-03-28,1034.45,1,3,28,2023,1,13,0,0,0,0,0,69.5,0,0,2,Home,S001,200
2023-03-29,1018.84,2,3,29,2023,1,13,0,0,0,0,0,67.6,0,0,3,Electronics,S002,192
2023-03-30,1118.42,3,3,30,2023,1,13,0,0,0,0,0,73.1,0,1,0,Clothing,S003,216
2023-03-31,1051.78,4,3,31,2023,1,13,0,0,1,0,1,64.2,0,0,1,Home,S001,202
2023-04-01,1088.08,5,4,1,2023,2,13,1,1,0,1,0,67.9,0,0,2,Food,S002,229
2023-04-02,1306.96,6,4,2,2023,2,13,1,0,0,0,0,67.1,0,1,0,Electronics,S001,254
2023-04-03,1013.88,0,4,3,2023,2,14,0,0,0,0,0,60.7,0,0,1,Clothing,S002,206
2023-04-04,1036.21,1,4,4,2023,2,14,0,0,0,0,0,74.9,0,0,2,Home,S003,210
2023-04-05,1073.45,2,4,5,2023,2,14,0,0,0,0,0,63.7,0,0,3,Electronics,S001,218
2023-04-06,1048.97,3,4,6,2023,2,14,0,0,0,0,0,73.0,0,0,4,Electronics,S003,195
2023-04-07,1080.64,4,4,7,2023,2,14,0,0,0,0,0,59.3,1,0,5,Home,S002,204
2023-04-08,1292.06,5,4,8,2023,2,14,1,0,0,0,0,70.5,1,1,0,Electronics,S003,248
2023-04-09,1276.41,6,4,9,2023,2,14,1,0,0,0,0,74.5,1,0,1,Clothing,S001,250
2023-04-10,1083.5,0,4,10,2023,2,15,0,0,0,0,0,67.2,0,0,2,Food,S003,225
2023-04-11,1037.28,1,4,11,2023,2,15,0,0,0,0,0,74.1,0,0,3,Clothing,S002,209
2023-04-12,1104.97,2,4,12,2023,2,15,0,0,0,0,0,60.6,0,0,4,Electronics,S001,223
2023-04-13,1051.84,3,4,13,2023,2,15,0,0,0,0,0,62.1,0,1,0,Clothing,S003,204
2023-04-14,1065.71,4,4,14,2023,2,15,0,0,0,0,0,56.7,0,0,1,Electronics,S001,211
2023-04-15,1239.38,5,4,15,2023,2,15,1,0,0,0,0,62.8,0,0,2,Electronics,S001,245
2023-04-16,1341.22,6,4,16,2023,2,15,1,0,0,0,0,68.9,0,0,3,Food,S003,263
2023-04-17,1026.96,0,4,17,2023,2,16,0,0,0,0,0,74.9,0,0,4,Electronics,S002,217
2023-04-18,1073.42,1,4,18,2023,2,16,0,0,0,0,0,73.1,0,0,5,Clothing,S001,235
2023-04-19,1015.65,2,4,19,2023,2,16,0,0,0,0,0,61.9,0,0,6,Food,S002,203
2023-04-20,1057.48,3,4,20,2023,2,16,0,0,0,0,0,67.5,0,1,0,Home,S003,212
2023-04-21,1117.84,4,4,21,2023,2,16,0,0,0,0,0,61.5,0,0,1,Electronics,S001,213
2023-04-22,1121.36,5,4,22,2023,2,16,1,0,0,0,0,64.2,0,0,2,Food,S003,221
2023-04-23,1219.06,6,4,23,2023,2,16,1,0,0,0,0,70.9,0,0,3,Home,S001,250
2023-04-24,1028.9,0,4,24,2023,2,17,0,0,0,0,0,66.8,0,0,4,Home,S002,216
2023-04-25,1110.15,1,4,25,2023,2,17,0,0,0,0,0,74.3,0,0,5,Clothing,S003,235
2023-04-26,1125.75,2,4,26,2023,2,17,0,0,0,0,0,71.0,0,1,0,Food,S003,216
2023-04-27,1051.48,3,4,27,2023,2,17,0,0,0,0,0,65.8,0,0,1,Electronics,S002,213
2023-04-28,1087.6,4,4,28,2023,2,17,0,0,0,0,0,66.9,0,0,2,Home,S001,200
2023-04-29,1275.46,5,4,29,2023,2,17,1,0,0,0,0,59.3,0,1,0,Clothing,S001,273
2023-04-30,1288.74,6,4,30,2023,2,17,1,0,1,0,0,63.4,0,0,1,Home,S002,254
2023-05-01,1126.86,0,5,1,2023,2,18,0,1,0,0,0,69.5,0,0,2,Electronics,S003,218
2023-05-02,1130.69,1,5,2,2023,2,18,0,0,0,0,0,59.4,0,0,3,Clothing,S002,238
2023-05-03,1152.01,2,5,3,2023,2,18,0,0,0,0,0,60.5,0,0,4,Electronics,S003,230
2023-05-04,1086.13,3,5,4,2023,2,18,0,0,0,0,0,62.8,0,1,0,Food,S001,215
2023-05-05,1087.77,4,5,5,2023,2,18,0,0,0,0,0,74.5,0,0,1,Home,S003,205
2023-05-06,1202.95,5,5,6,2023,2,18,1,0,0,0,0,64.3,0,0,2,Clothing,S002,250
2023-05-07,1315.01,6,5,7,2023,2,18,1,0,0,0,0,73.4,0,0,3,Food,S001,257
2023-05-08,1126.39,0,5,8,2023,2,19,0,0,0,0,0,72.6,0,0,4,Food,S003,232
2023-05-09,1028.0,1,5,9,2023,2,19,0,0,0,0,0,62.1,0,1,0,Clothing,S003,217
2023-05-10,1115.11,2,5,10,2023,2,19,0,0,0,0,0,63.2,0,1,0,Food,S001,219
2023-05-11,1184.84,3,5,11,2023,2,19,0,0,0,0,0,67.8,0,0,1,Electronics,S002,243
2023-05-12,1151.72,4,5,12,2023,2,19,0,0,0,0,0,74.7,0,0,2,Clothing,S003,238
2023-05-13,1249.77,5,5,13,2023,2,19,1,0,0,0,0,66.7,0,0,3,Food,S002,243
2023-05-14,1362.2,6,5,14,2023,2,19,1,0,0,0,0,65.0,0,0,4,Clothing,S003,277
2023-05-15,1144.3,0,5,15,2023,2,20,0,0,0,0,0,73.3,0,0,5,Electronics,S003,237
2023-05-16,1087.52,1,5,16,2023,2,20,0,0,0,0,0,72.5,0,1,0,Clothing,S002,231
2023-05-17,1126.98,2,5,17,2023,2,20,0,0,0,0,0,69.5,0,0,1,Home,S003,222
2023-05-18,1033.43,3,5,18,2023,2,20,0,0,0,0,0,66.7,0,0,2,Clothing,S001,203
2023-05-19,1118.82,4,5,19,2023,2,20,0,0,0,0,0,57.1,0,1,0,Food,S002,237
2023-05-20,1238.41,5,5,20,2023,2,20,1,0,0,0,0,62.7,0,0,1,Clothing,S001,250
2023-05-21,1217.61,6,5,21,2023,2,20,1,0,0,0,0,70.6,0,0,2,Electronics,S002,234
2023-05-22,1093.53,0,5,22,2023,2,21,0,0,0,0,0,56.8,0,0,3,Food,S002,211
2023-05-23,1079.8,1,5,23,2023,2,21,0,0,0,0,0,72.4,0,0,4,Home,S001,234
2023-05-24,1035.15,2,5,24,2023,2,21,0,0,0,0,0,66.8,0,0,5,Electronics,S003,219
2023-05-25,1080.3,3,5,25,2023,2,21,0,0,0,0,0,71.0,0,0,6,Food,S003,206
2023-05-26,1122.9,4,5,26,2023,2,21,0,0,0,0,0,65.6,0,0,7,Food,S003,212
2023-05-27,1359.81,5,5,27,2023,2,21,1,0,0,0,0,60.2,0,0,8,Clothing,S003,281
